"unigram","bigram","trigram","freq"
"i","was","afraid",3
"i","was","angry",3
"i","was","annoyed",3
"i","was","asked",3
"i","was","away",3
"i","was","born",3
"i","was","convinced",3
"i","was","determined",3
"i","was","exhausted",3
"i","was","getting",3
"i","was","hoping",3
"i","was","planning",3
"i","was","sitting",3
"i","was","slightly",3
"i","was","stunned",3
"i","was","then",3
"i","was","with",3
"i","was","writing",3
"i","wasnt","able",3
"i","watched","it",3
"i","watched","my",3
"i","went","back",3
"i","went","home",3
"i","went","into",3
"i","went","over",3
"i","will","definitely",3
"i","will","go",3
"i","will","make",3
"i","will","share",3
"i","will","start",3
"i","would","also",3
"i","would","make",3
"i","would","share",3
"i","would","think",3
"i","write","this",3
"i","wrote","about",3
"id","like","to",3
"id","much","rather",3
"idea","how","to",3
"idea","of","what",3
"idea","that","i",3
"if","he","could",3
"if","he","is",3
"if","he","were",3
"if","i","ever",3
"if","i","go",3
"if","i","want",3
"if","it","isnt",3
"if","it","would",3
"if","not","for",3
"if","nothing","else",3
"if","that","makes",3
"if","there","are",3
"if","there","were",3
"if","they","can",3
"if","they","do",3
"if","they","dont",3
"if","they","had",3
"if","you","arent",3
"if","you","cant",3
"if","you","need",3
"if","you","really",3
"if","you","thought",3
"if","you","try",3
"if","you","were",3
"if","youd","like",3
"if","youre","a",3
"if","youre","going",3
"if","youre","in",3
"if","youve","got",3
"if","youve","read",3
"ill","give","you",3
"ill","try","to",3
"im","a","bit",3
"im","a","very",3
"im","finally","getting",3
"im","happy","to",3
"im","looking","for",3
"im","looking","forward",3
"im","not","even",3
"im","not","really",3
"im","sorry","for",3
"im","starting","to",3
"im","still","in",3
"im","sure","it",3
"im","sure","that",3
"im","thinking","about",3
"impact","on","the",3
"importance","of","a",3
"important","thing","is",3
"important","to","the",3
"in","a","better",3
"in","a","good",3
"in","a","long",3
"in","a","minute",3
"in","a","photo",3
"in","a","pretty",3
"in","a","strange",3
"in","a","weak",3
"in","a","world",3
"in","according","to",3
"in","addition","we",3
"in","all","honesty",3
"in","all","it",3
"in","all","the",3
"in","and","i",3
"in","and","that",3
"in","any","case",3
"in","awe","of",3
"in","contact","with",3
"in","exchange","for",3
"in","fact","a",3
"in","from","the",3
"in","his","car",3
"in","his","early",3
"in","it","and",3
"in","may","and",3
"in","most","cases",3
"in","my","blog",3
"in","my","car",3
"in","my","heart",3
"in","my","home",3
"in","my","last",3
"in","need","of",3
"in","new","england",3
"in","new","mexico",3
"in","next","st",3
"in","one","hand",3
"in","order","for",3
"in","our","new",3
"in","place","i",3
"in","question","are",3
"in","recent","months",3
"in","regards","to",3
"in","response","to",3
"in","so","far",3
"in","so","many",3
"in","some","areas",3
"in","some","ways",3
"in","the","bank",3
"in","the","beer",3
"in","the","big",3
"in","the","business",3
"in","the","church",3
"in","the","closing",3
"in","the","darkness",3
"in","the","day",3
"in","the","draft",3
"in","the","evening",3
"in","the","evenings",3
"in","the","eye",3
"in","the","family",3
"in","the","film",3
"in","the","following",3
"in","the","fourth",3
"in","the","hospital",3
"in","the","interest",3
"in","the","latter",3
"in","the","left",3
"in","the","mood",3
"in","the","mouth",3
"in","the","national",3
"in","the","presence",3
"in","the","region",3
"in","the","school",3
"in","the","short",3
"in","the","show",3
"in","the","snow",3
"in","the","story",3
"in","the","studio",3
"in","the","summer",3
"in","the","third",3
"in","the","universe",3
"in","the","upcoming",3
"in","the","west",3
"in","the","winter",3
"in","the","word",3
"in","the","wrong",3
"in","there","for",3
"in","this","manner",3
"in","this","one",3
"in","this","photo",3
"in","this","regard",3
"in","very","different",3
"in","washington","dc",3
"in","west","texas",3
"in","which","a",3
"in","which","he",3
"in","which","i",3
"in","with","a",3
"in","you","and",3
"in","your","head",3
"in","your","work",3
"ingredients","that","i",3
"inspiration","from","the",3
"inspired","by","their",3
"intended","to","be",3
"into","a","large",3
"into","a","single",3
"into","my","head",3
"into","the","city",3
"into","the","family",3
"into","the","first",3
"into","the","mix",3
"is","a","case",3
"is","a","certain",3
"is","a","former",3
"is","a","gift",3
"is","a","lot",3
"is","a","mix",3
"is","a","short",3
"is","a","small",3
"is","a","wonderful",3
"is","always","a",3
"is","and","that",3
"is","at","least",3
"is","basically","the",3
"is","because","i",3
"is","bound","to",3
"is","called","the",3
"is","different","from",3
"is","equivalent","to",3
"is","even","more",3
"is","giving","away",3
"is","having","a",3
"is","home","to",3
"is","how","they",3
"is","important","to",3
"is","it","possible",3
"is","just","going",3
"is","just","one",3
"is","just","so",3
"is","just","the",3
"is","just","too",3
"is","looking","for",3
"is","never","a",3
"is","nice","to",3
"is","no","other",3
"is","no","way",3
"is","not","about",3
"is","not","as",3
"is","not","just",3
"is","not","only",3
"is","not","to",3
"is","of","a",3
"is","open","to",3
"is","possible","to",3
"is","pretty","much",3
"is","probably","the",3
"is","reading","this",3
"is","ready","to",3
"is","rich","in",3
"is","scheduled","to",3
"is","thanks","to",3
"is","that","he",3
"is","that","his",3
"is","that","its",3
"is","that","really",3
"is","that","this",3
"is","that","you",3
"is","the","answer",3
"is","the","case",3
"is","the","final",3
"is","the","last",3
"is","the","latest",3
"is","the","possibility",3
"is","the","size",3
"is","the","story",3
"is","the","third",3
"is","the","wrong",3
"is","there","a",3
"is","this","the",3
"is","through","the",3
"is","time","to",3
"is","to","help",3
"is","to","make",3
"is","very","good",3
"is","what","we",3
"issued","a","statement",3
"it","a","few",3
"it","again","and",3
"it","all","began",3
"it","all","out",3
"it","all","started",3
"it","also","shows",3
"it","back","and",3
"it","because","it",3
"it","becomes","a",3
"it","but","if",3
"it","but","they",3
"it","doesnt","get",3
"it","doesnt","mean",3
"it","doesnt","really",3
"it","down","to",3
"it","feels","like",3
"it","felt","like",3
"it","for","a",3
"it","from","a",3
"it","goes","on",3
"it","i","had",3
"it","i","have",3
"it","i","think",3
"it","i","will",3
"it","if","i",3
"it","if","that",3
"it","im","a",3
"it","in","for",3
"it","in","my",3
"it","into","the",3
"it","is","about",3
"it","is","all",3
"it","is","always",3
"it","is","and",3
"it","is","filled",3
"it","is","never",3
"it","is","nice",3
"it","is","really",3
"it","is","thanks",3
"it","is","then",3
"it","it","has",3
"it","made","a",3
"it","may","not",3
"it","must","be",3
"it","needs","to",3
"it","off","to",3
"it","on","your",3
"it","really","is",3
"it","reminds","me",3
"it","seemed","like",3
"it","she","said",3
"it","so","im",3
"it","so","much",3
"it","the","entire",3
"it","they","can",3
"it","to","do",3
"it","to","him",3
"it","to","make",3
"it","up","i",3
"it","up","to",3
"it","used","to",3
"it","wants","to",3
"it","was","also",3
"it","was","delicious",3
"it","was","enough",3
"it","was","even",3
"it","was","for",3
"it","was","going",3
"it","was","good",3
"it","was","hard",3
"it","was","no",3
"it","was","still",3
"it","was","then",3
"it","was","when",3
"it","was","worth",3
"it","wasnt","the",3
"it","wasnt","until",3
"it","well","i",3
"it","when","she",3
"it","with","me",3
"it","with","my",3
"it","work","for",3
"it","would","look",3
"it","would","take",3
"it","you","will",3
"item","c","above",3
"its","a","beautiful",3
"its","a","bit",3
"its","because","i",3
"its","easy","to",3
"its","just","not",3
"its","like","the",3
"its","like","to",3
"its","more","like",3
"its","never","too",3
"its","not","for",3
"its","not","just",3
"its","part","of",3
"its","really","hard",3
"its","really","quite",3
"its","such","a",3
"its","way","to",3
"ive","also","been",3
"ive","always","had",3
"ive","been","a",3
"ive","been","busy",3
"ive","been","having",3
"ive","been","in",3
"ive","been","thinking",3
"ive","come","across",3
"ive","got","a",3
"ive","got","to",3
"ive","heard","about",3
"ive","never","heard",3
"jeans","and","a",3
"jesus","christ","is",3
"john","smiths","grand",3
"judging","by","the",3
"just","about","every",3
"just","above","the",3
"just","as","a",3
"just","as","easily",3
"just","go","back",3
"just","had","a",3
"just","had","to",3
"just","happened","to",3
"just","how","much",3
"just","in","time",3
"just","one","of",3
"just","that","it",3
"just","the","right",3
"just","to","get",3
"keep","this","up",3
"key","part","of",3
"knew","what","was",3
"know","better","than",3
"know","each","other",3
"know","i","have",3
"know","if","i",3
"know","if","it",3
"know","im","not",3
"know","in","the",3
"know","is","that",3
"know","that","he",3
"know","that","the",3
"know","that","there",3
"know","that","this",3
"know","they","are",3
"know","what","i",3
"know","what","it",3
"know","what","that",3
"know","what","youre",3
"know","where","i",3
"know","where","to",3
"known","as","a",3
"la","la","la",3
"laid","out","the",3
"large","number","of",3
"last","day","of",3
"last","friday","and",3
"last","time","you",3
"last","week","a",3
"last","week","we",3
"last","year","in",3
"last","year","the",3
"late","th","century",3
"later","this","week",3
"law","school","and",3
"learn","from","the",3
"learned","how","to",3
"least","a","little",3
"led","the","way",3
"less","than","copies",3
"less","than","half",3
"let","go","of",3
"let","it","go",3
"let","me","say",3
"let","me","tell",3
"let","you","know",3
"lets","face","it",3
"lets","not","forget",3
"lies","in","the",3
"life","it","is",3
"life","of","a",3
"life","when","i",3
"like","a","good",3
"like","a","lot",3
"like","i","am",3
"like","the","idea",3
"like","the","way",3
"like","this","i",3
"like","to","be",3
"like","to","go",3
"like","to","offer",3
"like","to","share",3
"like","to","take",3
"link","to","your",3
"listening","to","the",3
"little","earlier","than",3
"little","more","than",3
"little","to","do",3
"little","while","longer",3
"live","in","the",3
"live","my","life",3
"lived","in","the",3
"living","in","a",3
"long","as","its",3
"long","as","you",3
"long","time","to",3
"look","and","feel",3
"look","at","some",3
"look","at","that",3
"look","like","the",3
"look","no","further",3
"look","on","his",3
"look","to","the",3
"looked","at","my",3
"looked","like","a",3
"looked","up","at",3
"looking","for","an",3
"looking","for","some",3
"looking","for","the",3
"looks","at","me",3
"lord","of","the",3
"lot","of","fun",3
"lot","of","it",3
"lot","of","money",3
"lot","of","things",3
"lots","and","lots",3
"love","affair","with",3
"love","at","first",3
"love","how","the",3
"love","the","idea",3
"love","this","film",3
"love","to","write",3
"love","to","you",3
"love","you","and",3
"lucky","enough","to",3
"made","a","couple",3
"made","in","the",3
"made","it","clear",3
"made","me","a",3
"made","me","feel",3
"made","the","decision",3
"make","a","lot",3
"make","a","new",3
"make","it","for",3
"make","it","to",3
"make","it","work",3
"make","me","happy",3
"make","no","mistake",3
"make","sure","i",3
"make","sure","they",3
"make","sure","your",3
"make","up","and",3
"make","up","the",3
"makes","a","friend",3
"makes","me","think",3
"makes","me","want",3
"makes","you","think",3
"making","a","decision",3
"man","and","woman",3
"man","is","a",3
"many","other","people",3
"many","people","dont",3
"many","things","that",3
"many","times","have",3
"matter","what","i",3
"may","be","more",3
"may","have","a",3
"may","have","to",3
"may","well","be",3
"maybe","i","was",3
"maybe","its","because",3
"me","and","my",3
"me","at","the",3
"me","but","i",3
"me","feel","a",3
"me","for","a",3
"me","for","my",3
"me","i","have",3
"me","i","would",3
"me","in","a",3
"me","is","that",3
"me","it","was",3
"me","know","what",3
"me","not","to",3
"me","of","that",3
"me","out","of",3
"me","so","much",3
"me","that","he",3
"me","to","go",3
"me","up","the",3
"me","what","i",3
"me","wrong","i",3
"means","i","can",3
"means","that","i",3
"memento","tuxedo","black",3
